Title,Time,Stock
100 startups participate in Maxis' Market Access Day | The Edge Markets,2019-12-12T23:50:12+08:00,maxis 
"AirAsia, AAX pay MAHB RM41.55m in uncollected PSC | The Edge Markets",2019-09-19T19:26:03+08:00,airasia 
"AirAsia, AAX rise after management said in talks with Tata on Indian JV | The Edge Markets",2020-12-11T10:40:44+08:00,airasia 
"AirAsia, AAX rise despite relenting on PSC a year later | The Edge Markets",2019-08-09T11:33:23+08:00,airasia 
"AirAsia, AAX served garnishee orders over uncollected PSC | The Edge Markets",2019-09-10T21:46:50+08:00,airasia 
"AirAsia, AAX shares active, up after Fernandes says in talks with govt for loan | The Edge Markets",2020-04-03T11:10:55+08:00,airasia 
"AirAsia, AAX shares tumble after Airbus bribery allegations | The Edge Markets",2020-02-03T09:26:54+08:00,airasia 
"AirAsia, AAX withdraw appeal against High Court's dismissal of judicial review bid | The Edge Markets",2020-07-21T11:16:27+08:00,airasia 
AirAsia to acquire remaining 20% stake in BigLife for RM103m | The Edge Markets,2021-03-22T20:59:02+08:00,airasia 
"AirAsia active, up after news on former chairman planning MAS takeover | The Edge Markets",2019-07-04T10:49:14+08:00,airasia 
"AirAsia active, down 2.29% after slipping into the red in 3Q | The Edge Markets",2019-11-28T09:23:34+08:00,airasia 
"AirAsia active, down 5.41% to lowest level in 3 years on slipping into the red in FY19 | The Edge Markets",2020-02-28T10:58:50+08:00,airasia 
"AirAsia active, falls 2.52% on potential RM1.1b loss amid Covid-19 outbreak | The Edge Markets",2020-02-19T11:09:04+08:00,airasia 
"AirAsia active, rises 2.94% on RM399 Cuti-Cuti Malaysia pass campaign | The Edge Markets",2020-06-11T11:38:22+08:00,airasia 
"AirAsia active, selling continues despite founders' return | The Edge Markets",2020-03-23T11:23:22+08:00,airasia 
AirAsia adds fixed-fare late-night flights for Chinese New Year | The Edge Markets,2020-01-07T12:17:23+08:00,airasia 
"AirAsia aiming to launch Muslim-friendly services including packages to perform Haj and Umrah, Fernandes says | The Edge Markets",2020-07-30T08:17:18+08:00,airasia 
"AirAsia, AirAsia X to charge non-Asean international passengers PSC of RM73 from midnight | The Edge Markets",2019-08-08T13:21:19+08:00,airasia 
"AirAsia, AirAsia X to charge non-Asean international passengers PSC of RM73 from midnight | The Edge Markets",2019-08-08T13:21:19+08:00,aax 
"AirAsia, AirAsia X to charge non-Asean international passengers PSC of RM73 from midnight | The Edge Markets",2019-08-08T13:31:00+08:00,airasia 
"AirAsia, AirAsia X to charge non-Asean international passengers PSC of RM73 from midnight | The Edge Markets",2019-08-08T13:31:00+08:00,aax 
"AirAsia, AirAsia X ink profit sharing agreement on KL-S'pore route | The Edge Markets",2019-11-11T15:36:34+08:00,airasia 
"AirAsia, AirAsia X ink profit sharing agreement on KL-S'pore route | The Edge Markets",2019-11-11T15:36:34+08:00,aax 
"AirAsia, AirAsia X, MAHB slapped with fines for non-compliance | The Edge Markets",2019-09-10T16:51:44+08:00,airasia 
"AirAsia, AirAsia X, MAHB slapped with fines for non-compliance | The Edge Markets",2019-09-10T16:51:44+08:00,aax 
"AirAsia, AirAsia X sue MAHB for RM479.78m over negligence at klia2 | The Edge Markets",2019-10-04T17:44:44+08:00,airasia 
"AirAsia, AirAsia X sue MAHB for RM479.78m over negligence at klia2 | The Edge Markets",2019-10-04T17:44:44+08:00,aax 
"AirAsia, AAX file RM480m suit against MAHB for alleged negligence at klia2 | The Edge Markets",2019-10-04T18:52:10+08:00,airasia 
"AirAsia, AirAsia X suspend flights, ground most planes; pay cut for top executives | The Edge Markets",2020-03-26T19:04:35+08:00,airasia 
"AirAsia, AirAsia X suspend flights, ground most planes; pay cut for top executives | The Edge Markets",2020-03-26T19:04:35+08:00,aax 
"AirAsia, AirAsiaX, Kejuruteraan Asastera, Kerjaya Prospek, Maxis, Paramount, MAHB and London Biscuits | The Edge Markets",2020-01-30T00:30:49+08:00,kab 
"AirAsia, AirAsiaX, Kejuruteraan Asastera, Kerjaya Prospek, Maxis, Paramount, MAHB and London Biscuits | The Edge Markets",2020-01-30T00:30:49+08:00,paramon 
"AirAsia, AirAsiaX, Kejuruteraan Asastera, Kerjaya Prospek, Maxis, Paramount, MAHB and London Biscuits | The Edge Markets",2020-01-30T00:30:49+08:00,airasia 
"AirAsia, AirAsiaX, Kejuruteraan Asastera, Kerjaya Prospek, Maxis, Paramount, MAHB and London Biscuits | The Edge Markets",2020-01-30T00:30:49+08:00,maxis 
"AirAsia, AirAsiaX, Kejuruteraan Asastera, Kerjaya Prospek, Maxis, Paramount, MAHB and London Biscuits | The Edge Markets",2020-01-30T00:30:49+08:00,lonbisc 
"AirAsia, AirAsiaX, Kejuruteraan Asastera, Kerjaya Prospek, Maxis, Paramount, MAHB and London Biscuits | The Edge Markets",2020-01-30T00:30:49+08:00,kerjaya 
"AirAsia, Airbus and a Failed F1 Venture | The Edge Markets",2020-02-08T08:45:41+08:00,airasia 
AirAsia aircraft to klia2 turns back to Langkawi | The Edge Markets,2019-12-30T17:15:51+08:00,airasia 
"AirAsia among airlines able to weather Covid-19 crisis, says Brand Finance | The Edge Markets",2020-05-05T15:14:54+08:00,airasia 
AirAsia among airlines slashing flights to Hong Kong as unrest escalates | The Edge Markets,2019-11-18T15:24:30+08:00,airasia 
"AirAsia and AirAsia X shares plunge, even after denying Airbus graft claims | The Edge Markets",2020-02-03T12:13:40+08:00,airasia 
"AirAsia and AirAsia X shares plunge, even after denying Airbus graft claims | The Edge Markets",2020-02-03T12:13:40+08:00,aax 
AirAsia and MAS manage to set aside RM10m fines | The Edge Markets,2021-04-27T11:08:29+08:00,airasia 
AirAsia to appeal against stay application dismissal by High Court | The Edge Markets,2019-09-27T10:15:28+08:00,airasia 
AirAsia appoints Amanda Woo as CEO for its super app biz | The Edge Markets,2021-05-18T20:49:31+08:00,airasia 
AirAsia appoints BDO Governance Advisory to assist review of allegations of corruption | The Edge Markets,2020-02-11T15:52:45+08:00,airasia 
AirAsia bags Airline Treasury Team of the Year award | The Edge Markets,2019-11-06T11:36:02+08:00,airasia 
AirAsia beats own projection to post 80% load factor in 1Q despite weak travel demand | The Edge Markets,2020-04-27T19:43:56+08:00,airasia 
"airasia beauty kicks off in Malaysia and Indonesia, offers 50% discount until May 12 in Klang Valley | The Edge Markets",2021-04-22T10:46:18+08:00,airasia 
"AirAsia Bhd, AirAsia X sign profit sharing agreement on KL-Singapore route | The Edge Markets",2019-11-11T13:49:03+08:00,airasia 
"AirAsia Bhd, AirAsia X sign profit sharing agreement on KL-Singapore route | The Edge Markets",2019-11-11T13:49:03+08:00,aax 
AirAsia biggest beneficiary of air traffic rights granted by Mavcom in 2019 | The Edge Markets,2020-01-09T16:31:54+08:00,airasia 
AirAsia books wider-than-expected 4Q net loss of RM2.4b | The Edge Markets,2021-03-29T19:19:29+08:00,airasia 
AirAsia boss Fernandes hopeful regional countries will reopen their borders from July | The Edge Markets,2020-06-14T18:20:20+08:00,airasia 
"AirAsia, Boustead, Sunway REIT, Tasek, TDM and Unisem | The Edge Markets",2020-08-04T01:44:54+08:00,tdm 
"AirAsia, Boustead, Sunway REIT, Tasek, TDM and Unisem | The Edge Markets",2020-08-04T01:44:54+08:00,bstead 
"AirAsia, Boustead, Sunway REIT, Tasek, TDM and Unisem | The Edge Markets",2020-08-04T01:44:54+08:00,tasek 
"AirAsia, Boustead, Sunway REIT, Tasek, TDM and Unisem | The Edge Markets",2020-08-04T01:44:54+08:00,unisem 
"AirAsia, Boustead, Sunway REIT, Tasek, TDM and Unisem | The Edge Markets",2020-08-04T01:44:54+08:00,airasia 
"AirAsia, Boustead, Sunway REIT, Tasek, TDM and Unisem | The Edge Markets",2020-08-04T01:44:54+08:00,sunreit 
"AirAsia, Boustead, Sunway REIT, Tasek, TDM and Unisem | The Edge Markets",2020-08-04T01:44:54+08:00,sunway 
"AirAsia acquires Gojek’s Thai ops, to launch super app in August | The Edge Markets",2021-07-07T17:18:00+08:00,airasia 
"AirAsia, CAM Resources, Dayang Enterprise, Eversendai, Genetec, Serba Dinamik and Unisem | The Edge Markets",2020-02-04T22:34:12+08:00,unisem 
"AirAsia, CAM Resources, Dayang Enterprise, Eversendai, Genetec, Serba Dinamik and Unisem | The Edge Markets",2020-02-04T22:34:12+08:00,airasia 
"AirAsia, CAM Resources, Dayang Enterprise, Eversendai, Genetec, Serba Dinamik and Unisem | The Edge Markets",2020-02-04T22:34:12+08:00,dayang 
"AirAsia, CAM Resources, Dayang Enterprise, Eversendai, Genetec, Serba Dinamik and Unisem | The Edge Markets",2020-02-04T22:34:12+08:00,sendai 
"AirAsia, CAM Resources, Dayang Enterprise, Eversendai, Genetec, Serba Dinamik and Unisem | The Edge Markets",2020-02-04T22:34:12+08:00,serbadk 
"AirAsia, CAM Resources, Dayang Enterprise, Eversendai, Genetec, Serba Dinamik and Unisem | The Edge Markets",2020-02-04T22:34:12+08:00,camres 
"AirAsia can save Malaysia Airlines, says Kadir Jasin | The Edge Markets",2019-06-30T16:28:07+08:00,airasia 
AirAsia carries 20% more passengers in 3Q19 | The Edge Markets,2019-10-22T22:28:26+08:00,airasia 
AirAsia CEO Fernandes plans to ‘shut down’ his Twitter account | The Edge Markets,2020-01-13T08:00:42+08:00,airasia 
AirAsia CEO says Teleport's 1Q revenue back to pre-pandemic levels | The Edge Markets,2021-06-14T16:54:30+08:00,airasia 
AirAsia CEO Tony Fernandes sees full recovery within two years | The Edge Markets,2021-02-22T16:31:39+08:00,airasia 
"AirAsia chief: Integrated plan, not more taxes, 'desperately' needed to grow M'sia tourism industry | The Edge Markets",2019-07-16T17:51:52+08:00,airasia 
AirAsia co-founder Pahamin proposes plan to take over Malaysia Airlines | The Edge Markets,2019-07-03T16:03:30+08:00,airasia 
AirAsia co-founder proposes plan to save Malaysia Airlines | The Edge Markets,2019-07-04T09:10:45+08:00,airasia 
"AirAsia, Comfort Gloves, Omesti, Power Root, Focus Dynamics, Mi Technovation, T7 Global, Stella, MR DIY, Pavilion REIT, Sentral REIT and LPI Capital | The Edge Markets",2021-08-05T23:26:35+08:00,focus 
"AirAsia, Comfort Gloves, Omesti, Power Root, Focus Dynamics, Mi Technovation, T7 Global, Stella, MR DIY, Pavilion REIT, Sentral REIT and LPI Capital | The Edge Markets",2021-08-05T23:26:35+08:00,comfort 
"AirAsia, Comfort Gloves, Omesti, Power Root, Focus Dynamics, Mi Technovation, T7 Global, Stella, MR DIY, Pavilion REIT, Sentral REIT and LPI Capital | The Edge Markets",2021-08-05T23:26:35+08:00,airasia 
"AirAsia, Comfort Gloves, Omesti, Power Root, Focus Dynamics, Mi Technovation, T7 Global, Stella, MR DIY, Pavilion REIT, Sentral REIT and LPI Capital | The Edge Markets",2021-08-05T23:26:35+08:00,pavreit 
"AirAsia, Comfort Gloves, Omesti, Power Root, Focus Dynamics, Mi Technovation, T7 Global, Stella, MR DIY, Pavilion REIT, Sentral REIT and LPI Capital | The Edge Markets",2021-08-05T23:26:35+08:00,t7global 
"AirAsia, Comfort Gloves, Omesti, Power Root, Focus Dynamics, Mi Technovation, T7 Global, Stella, MR DIY, Pavilion REIT, Sentral REIT and LPI Capital | The Edge Markets",2021-08-05T23:26:35+08:00,pwroot 
"AirAsia, Comfort Gloves, Omesti, Power Root, Focus Dynamics, Mi Technovation, T7 Global, Stella, MR DIY, Pavilion REIT, Sentral REIT and LPI Capital | The Edge Markets",2021-08-05T23:26:35+08:00,lpi 
"AirAsia, Comfort Gloves, Omesti, Power Root, Focus Dynamics, Mi Technovation, T7 Global, Stella, MR DIY, Pavilion REIT, Sentral REIT and LPI Capital | The Edge Markets",2021-08-05T23:26:35+08:00,omesti 
AirAsia completes private share placement | The Edge Markets,2021-03-17T10:56:00+08:00,airasia 
AirAsia confident in continuation of business despite emphasis of matter by auditor | The Edge Markets,2020-07-09T11:33:49+08:00,airasia 
"AirAsia confident of posting stronger results as international travel set to resume with Covid-19 vaccine, travel bubble progress | The Edge Markets",2020-11-17T18:44:02+08:00,airasia 
"AirAsia confident of returning to the black by 2021, says Tony Fernandes | The Edge Markets",2020-07-15T16:07:42+08:00,airasia 
AirAsia continues not to be classified as PN17 company | The Edge Markets,2021-05-27T22:01:02+08:00,airasia 
AirAsia converts 253 A320neo orders to larger A321neos | The Edge Markets,2019-06-18T18:39:38+08:00,airasia 
AirAsia credit account validity extended to three years | The Edge Markets,2021-07-23T10:51:38+08:00,airasia 
"AirAsia, Datasonic, DRB-Hicom, F&N, Ideal United Bintang, Kinsteel, LPI Capital and Mudajaya | The Edge Markets",2020-02-03T23:50:58+08:00,drbhcom 
"AirAsia, Datasonic, DRB-Hicom, F&N, Ideal United Bintang, Kinsteel, LPI Capital and Mudajaya | The Edge Markets",2020-02-03T23:50:58+08:00,kinstel 
"AirAsia, Datasonic, DRB-Hicom, F&N, Ideal United Bintang, Kinsteel, LPI Capital and Mudajaya | The Edge Markets",2020-02-03T23:50:58+08:00,mudajya 
"AirAsia, Datasonic, DRB-Hicom, F&N, Ideal United Bintang, Kinsteel, LPI Capital and Mudajaya | The Edge Markets",2020-02-03T23:50:58+08:00,airasia 
"AirAsia, Datasonic, DRB-Hicom, F&N, Ideal United Bintang, Kinsteel, LPI Capital and Mudajaya | The Edge Markets",2020-02-03T23:50:58+08:00,dsonic 
"AirAsia, Datasonic, DRB-Hicom, F&N, Ideal United Bintang, Kinsteel, LPI Capital and Mudajaya | The Edge Markets",2020-02-03T23:50:58+08:00,lpi 
"AirAsia, Datasonic, DRB-Hicom, F&N, Ideal United Bintang, Kinsteel, LPI Capital and Mudajaya | The Edge Markets",2020-02-03T23:50:58+08:00,ideal 
"AirAsia defends employee share grant scheme, share options as 'sustainable alternative' to reward talent while conserving cash | The Edge Markets",2021-03-29T16:56:44+08:00,airasia 
AirAsia enters preliminary deal with Universal Music to set up record label | The Edge Markets,2019-12-06T13:19:16+08:00,airasia 
AirAsia expected to face near-term tough operating environment – Kenanga Research | The Edge Markets,2020-01-06T08:40:18+08:00,airasia 
AirAsia expects to get final approval for BigPay lending business by January | The Edge Markets,2020-12-08T19:08:23+08:00,airasia 
AirAsia extends sale of  RM399 unlimited Cuti-Cuti Malaysia pass to June 15 | The Edge Markets,2020-06-13T14:14:59+08:00,airasia 
AirAsia files for judicial review of Mavcom’s RM2m penalty | The Edge Markets,2020-04-21T17:57:01+08:00,airasia 
AirAsia flights to have multiplier effect on Malaysia economy — Rafidah Aziz | The Edge Markets,2020-08-06T13:08:36+08:00,airasia 
AirAsia forms new engineering services arm to serve airlines in the region | The Edge Markets,2020-09-09T20:41:58+08:00,airasia 
AirAsia forms new unit to offer consultation on setting up low-cost carriers | The Edge Markets,2021-04-07T18:03:45+08:00,airasia 
AirAsia Foundation opens social enterprise hub for Asean collaboratives | The Edge Markets,2019-08-23T16:12:01+08:00,airasia 
AirAsia founder Tony Fernandes claims govts’ Covid-19 coordination 'horrific' | The Edge Markets,2021-01-18T12:50:37+08:00,airasia 
"AirAsia gets lion's share of air traffic rights in 2Q19, says Mavcom | The Edge Markets",2019-07-09T12:15:47+08:00,airasia 
AirAsia gets RM240m in proceeds following Fly Leasing-Carlyle Aviation merger | The Edge Markets,2021-08-05T20:17:00+08:00,airasia 
"AirAsia gives RM48m financial help to subsidiaries, associates | The Edge Markets",2021-05-28T11:53:08+08:00,airasia 
"AirAsia, Green Packet, DNeX, GenM, UOA REIT, Pantech, CIMB, Pertama, Versatile Creative, and Top Glove | The Edge Markets",2021-01-21T23:05:17+08:00,gpacket 
"AirAsia, Green Packet, DNeX, GenM, UOA REIT, Pantech, CIMB, Pertama, Versatile Creative, and Top Glove | The Edge Markets",2021-01-21T23:05:17+08:00,cimb 
"AirAsia, Green Packet, DNeX, GenM, UOA REIT, Pantech, CIMB, Pertama, Versatile Creative, and Top Glove | The Edge Markets",2021-01-21T23:05:17+08:00,versatl 
"AirAsia, Green Packet, DNeX, GenM, UOA REIT, Pantech, CIMB, Pertama, Versatile Creative, and Top Glove | The Edge Markets",2021-01-21T23:05:17+08:00,airasia 
"AirAsia, Green Packet, DNeX, GenM, UOA REIT, Pantech, CIMB, Pertama, Versatile Creative, and Top Glove | The Edge Markets",2021-01-21T23:05:17+08:00,uoareit 
"AirAsia, Green Packet, DNeX, GenM, UOA REIT, Pantech, CIMB, Pertama, Versatile Creative, and Top Glove | The Edge Markets",2021-01-21T23:05:17+08:00,pantech 
"AirAsia, Green Packet, DNeX, GenM, UOA REIT, Pantech, CIMB, Pertama, Versatile Creative, and Top Glove | The Edge Markets",2021-01-21T23:05:17+08:00,topglov 
"AirAsia, Green Packet, KPower, Magna Prima, MTAG, MyEG, Star Media Group, Taliworks, Widad and Vstecs | The Edge Markets",2020-05-13T22:57:59+08:00,gpacket 
"AirAsia, Green Packet, KPower, Magna Prima, MTAG, MyEG, Star Media Group, Taliworks, Widad and Vstecs | The Edge Markets",2020-05-13T22:57:59+08:00,airasia 
"AirAsia, Green Packet, KPower, Magna Prima, MTAG, MyEG, Star Media Group, Taliworks, Widad and Vstecs | The Edge Markets",2020-05-13T22:57:59+08:00,star 
"AirAsia, Green Packet, KPower, Magna Prima, MTAG, MyEG, Star Media Group, Taliworks, Widad and Vstecs | The Edge Markets",2020-05-13T22:57:59+08:00,magna 
"AirAsia, Green Packet, KPower, Magna Prima, MTAG, MyEG, Star Media Group, Taliworks, Widad and Vstecs | The Edge Markets",2020-05-13T22:57:59+08:00,taliwrk 
AirAsia Group 1Q net loss narrows to RM767m from RM804m | The Edge Markets,2021-05-27T18:40:46+08:00,airasia 
AirAsia's net loss widens to RM993m in 2Q as full Covid-19 impact hits | The Edge Markets,2020-08-25T19:35:04+08:00,airasia 
AirAsia Group 3Q net loss widens to RM852m from RM51m net loss a year earlier | The Edge Markets,2020-11-24T18:03:27+08:00,airasia 
"AirAsia Group, AAX judicial review of Mavcom's RM2m penalty to be heard together on July 27 | The Edge Markets",2020-07-22T12:30:55+08:00,airasia 
"AirAsia Group, AirAsia X, YTL Corp, Genting Malaysia, Atrium REIT, Perak Transit, OSK Ventures, MNC Wireless and Supermax Corp | The Edge Markets",2019-09-18T22:49:42+08:00,oskvi 
"AirAsia Group, AirAsia X, YTL Corp, Genting Malaysia, Atrium REIT, Perak Transit, OSK Ventures, MNC Wireless and Supermax Corp | The Edge Markets",2019-09-18T22:49:42+08:00,ptrans 
"AirAsia Group, AirAsia X, YTL Corp, Genting Malaysia, Atrium REIT, Perak Transit, OSK Ventures, MNC Wireless and Supermax Corp | The Edge Markets",2019-09-18T22:49:42+08:00,genting 
"AirAsia Group, AirAsia X, YTL Corp, Genting Malaysia, Atrium REIT, Perak Transit, OSK Ventures, MNC Wireless and Supermax Corp | The Edge Markets",2019-09-18T22:49:42+08:00,ytl 
"AirAsia Group, AirAsia X, YTL Corp, Genting Malaysia, Atrium REIT, Perak Transit, OSK Ventures, MNC Wireless and Supermax Corp | The Edge Markets",2019-09-18T22:49:42+08:00,genm 
"AirAsia Group, AirAsia X, YTL Corp, Genting Malaysia, Atrium REIT, Perak Transit, OSK Ventures, MNC Wireless and Supermax Corp | The Edge Markets",2019-09-18T22:49:42+08:00,osk 
"AirAsia Group, AirAsia X, YTL Corp, Genting Malaysia, Atrium REIT, Perak Transit, OSK Ventures, MNC Wireless and Supermax Corp | The Edge Markets",2019-09-18T22:49:42+08:00,airasia 
"AirAsia Group, AirAsia X, YTL Corp, Genting Malaysia, Atrium REIT, Perak Transit, OSK Ventures, MNC Wireless and Supermax Corp | The Edge Markets",2019-09-18T22:49:42+08:00,atrium 
"AirAsia Group, AirAsia X, YTL Corp, Genting Malaysia, Atrium REIT, Perak Transit, OSK Ventures, MNC Wireless and Supermax Corp | The Edge Markets",2019-09-18T22:49:42+08:00,aax 
"AirAsia Group, AirAsia X, YTL Corp, Genting Malaysia, Atrium REIT, Perak Transit, OSK Ventures, MNC Wireless and Supermax Corp | The Edge Markets",2019-09-18T22:49:42+08:00,supermx 
"AirAsia Group, AirAsia X, YTL Corp, Genting Malaysia, Atrium REIT, Perak Transit, OSK Ventures, MNC Wireless and Supermax Corp | The Edge Markets",2019-09-18T22:49:42+08:00,prkcorp 
"AirAsia triggers criteria, but will not be classified as PN17 company for next 12 months | The Edge Markets",2020-07-08T15:31:00+08:00,airasia 
AirAsia Group carries 18% more passengers in 2Q19 | The Edge Markets,2019-07-23T20:57:12+08:00,airasia 
AirAsia Group delays releasing 2Q earnings to end-September | The Edge Markets,2021-08-23T19:35:19+08:00,airasia 
AirAsia Group descends as 1H profit trails forecast | The Edge Markets,2019-08-29T12:52:48+08:00,airasia 
"AirAsia Group in discussion with Tata on Indian JV's future, says Fernandes | The Edge Markets",2020-12-10T15:08:00+08:00,airasia 
AirAsia Group down after reporting FY20 net loss at RM5.1b | The Edge Markets,2021-03-30T09:53:22+08:00,airasia 
AirAsia Group expected to post a loss of RM1.1b amid Covid-19 outbreak | The Edge Markets,2020-02-18T10:23:43+08:00,airasia 
AirAsia Group fixes price for first tranche of new placement shares at 67.5 sen each | The Edge Markets,2021-02-10T19:30:00+08:00,airasia 
AirAsia Group is in it for the long haul: TA Securities | The Edge Markets,2019-08-29T10:16:33+08:00,airasia 
"AirAsia Group, Key ASIC, UCrest, Bursa Malaysia, Pasdec, UEM Sunrise, Matrix Concepts, Latitude Tree, CIMB, PetDag, UEM Edgenta, Dayang, YNH Property, Bumi Armada, CSC Steel, Xidelang and Pelikan | The Edge Markets",2019-11-23T01:10:21+08:00,ucrest 
"AirAsia Group, Key ASIC, UCrest, Bursa Malaysia, Pasdec, UEM Sunrise, Matrix Concepts, Latitude Tree, CIMB, PetDag, UEM Edgenta, Dayang, YNH Property, Bumi Armada, CSC Steel, Xidelang and Pelikan | The Edge Markets",2019-11-23T01:10:21+08:00,keyasic 
"AirAsia Group, Key ASIC, UCrest, Bursa Malaysia, Pasdec, UEM Sunrise, Matrix Concepts, Latitude Tree, CIMB, PetDag, UEM Edgenta, Dayang, YNH Property, Bumi Armada, CSC Steel, Xidelang and Pelikan | The Edge Markets",2019-11-23T01:10:21+08:00,cimb 
"AirAsia Group, Key ASIC, UCrest, Bursa Malaysia, Pasdec, UEM Sunrise, Matrix Concepts, Latitude Tree, CIMB, PetDag, UEM Edgenta, Dayang, YNH Property, Bumi Armada, CSC Steel, Xidelang and Pelikan | The Edge Markets",2019-11-23T01:10:21+08:00,edgenta 
"AirAsia Group, Key ASIC, UCrest, Bursa Malaysia, Pasdec, UEM Sunrise, Matrix Concepts, Latitude Tree, CIMB, PetDag, UEM Edgenta, Dayang, YNH Property, Bumi Armada, CSC Steel, Xidelang and Pelikan | The Edge Markets",2019-11-23T01:10:21+08:00,ynhprop 
"AirAsia Group, Key ASIC, UCrest, Bursa Malaysia, Pasdec, UEM Sunrise, Matrix Concepts, Latitude Tree, CIMB, PetDag, UEM Edgenta, Dayang, YNH Property, Bumi Armada, CSC Steel, Xidelang and Pelikan | The Edge Markets",2019-11-23T01:10:21+08:00,cscstel 
"AirAsia Group, Key ASIC, UCrest, Bursa Malaysia, Pasdec, UEM Sunrise, Matrix Concepts, Latitude Tree, CIMB, PetDag, UEM Edgenta, Dayang, YNH Property, Bumi Armada, CSC Steel, Xidelang and Pelikan | The Edge Markets",2019-11-23T01:10:21+08:00,airasia 
"AirAsia Group, Key ASIC, UCrest, Bursa Malaysia, Pasdec, UEM Sunrise, Matrix Concepts, Latitude Tree, CIMB, PetDag, UEM Edgenta, Dayang, YNH Property, Bumi Armada, CSC Steel, Xidelang and Pelikan | The Edge Markets",2019-11-23T01:10:21+08:00,uems 
"AirAsia Group, Key ASIC, UCrest, Bursa Malaysia, Pasdec, UEM Sunrise, Matrix Concepts, Latitude Tree, CIMB, PetDag, UEM Edgenta, Dayang, YNH Property, Bumi Armada, CSC Steel, Xidelang and Pelikan | The Edge Markets",2019-11-23T01:10:21+08:00,armada 
"AirAsia Group, Key ASIC, UCrest, Bursa Malaysia, Pasdec, UEM Sunrise, Matrix Concepts, Latitude Tree, CIMB, PetDag, UEM Edgenta, Dayang, YNH Property, Bumi Armada, CSC Steel, Xidelang and Pelikan | The Edge Markets",2019-11-23T01:10:21+08:00,pelikan 
"AirAsia Group, Key ASIC, UCrest, Bursa Malaysia, Pasdec, UEM Sunrise, Matrix Concepts, Latitude Tree, CIMB, PetDag, UEM Edgenta, Dayang, YNH Property, Bumi Armada, CSC Steel, Xidelang and Pelikan | The Edge Markets",2019-11-23T01:10:21+08:00,matrix 
"AirAsia Group, Key ASIC, UCrest, Bursa Malaysia, Pasdec, UEM Sunrise, Matrix Concepts, Latitude Tree, CIMB, PetDag, UEM Edgenta, Dayang, YNH Property, Bumi Armada, CSC Steel, Xidelang and Pelikan | The Edge Markets",2019-11-23T01:10:21+08:00,pasdec 
"AirAsia Group, Key ASIC, UCrest, Bursa Malaysia, Pasdec, UEM Sunrise, Matrix Concepts, Latitude Tree, CIMB, PetDag, UEM Edgenta, Dayang, YNH Property, Bumi Armada, CSC Steel, Xidelang and Pelikan | The Edge Markets",2019-11-23T01:10:21+08:00,latitud 
"AirAsia Group loses RM1.54b in market cap on Airbus probe, Wuhan virus | The Edge Markets",2020-02-04T19:17:42+08:00,airasia 
AirAsia Group proposes private placement to raise RM454.5 mil to address interim cash flow requirements | The Edge Markets,2021-01-21T20:58:00+08:00,airasia 
AirAsia Group ramps up cargo services with Freightchain's digital interlining | The Edge Markets,2021-06-29T17:07:46+08:00,airasia 
AirAsia Group recognises RM299m loss on Japan associate's bankruptcy proceedings | The Edge Markets,2021-02-24T18:59:56+08:00,airasia 
AirAsia Group rises to highest in a year | The Edge Markets,2021-03-15T10:30:00+08:00,airasia 
AirAsia Group share price falls after announcing rights issue | The Edge Markets,2021-07-13T11:35:23+08:00,airasia 
AirAsia Group subsidiary gets Malaysian regulator’s approval to offer aircraft maintenance services | The Edge Markets,2021-05-12T12:15:00+08:00,airasia 
AirAsia Group unit Teleport inks interline deal with Lufthansa Cargo | The Edge Markets,2019-11-22T12:24:29+08:00,airasia 
AirAsia group wants to appeal against court ruling on PSC | The Edge Markets,2019-07-19T19:40:52+08:00,airasia 
"AirAsia Group, Widad, Menang, Taliworks, Genting, Revenue, Econpile, TH Heavy Engineering, Padini, Alliance Bank, Sime Darby Property, Mah Sing, Allianz Malaysia, Reach Energy and Ranhill | The Edge Markets",2019-11-28T01:17:43+08:00,allianz 
"AirAsia Group, Widad, Menang, Taliworks, Genting, Revenue, Econpile, TH Heavy Engineering, Padini, Alliance Bank, Sime Darby Property, Mah Sing, Allianz Malaysia, Reach Energy and Ranhill | The Edge Markets",2019-11-28T01:17:43+08:00,menang 
"AirAsia Group, Widad, Menang, Taliworks, Genting, Revenue, Econpile, TH Heavy Engineering, Padini, Alliance Bank, Sime Darby Property, Mah Sing, Allianz Malaysia, Reach Energy and Ranhill | The Edge Markets",2019-11-28T01:17:43+08:00,genting 
"AirAsia Group, Widad, Menang, Taliworks, Genting, Revenue, Econpile, TH Heavy Engineering, Padini, Alliance Bank, Sime Darby Property, Mah Sing, Allianz Malaysia, Reach Energy and Ranhill | The Edge Markets",2019-11-28T01:17:43+08:00,sime 
"AirAsia Group, Widad, Menang, Taliworks, Genting, Revenue, Econpile, TH Heavy Engineering, Padini, Alliance Bank, Sime Darby Property, Mah Sing, Allianz Malaysia, Reach Energy and Ranhill | The Edge Markets",2019-11-28T01:17:43+08:00,airasia 
"AirAsia Group, Widad, Menang, Taliworks, Genting, Revenue, Econpile, TH Heavy Engineering, Padini, Alliance Bank, Sime Darby Property, Mah Sing, Allianz Malaysia, Reach Energy and Ranhill | The Edge Markets",2019-11-28T01:17:43+08:00,econbhd 
